book,author,url,excerpt
The Kama Sutra of Vatsyayana,Vatsyayana,https://www.gutenberg.org/files/27827/27827-h/27827-h.htm,"(a). When by living with a great man a courtesan acquires present wealth, and in addition to this becomes acquainted with other people, and thus obtains a chance of future fortune, and an accession of wealth, and becomes desirable to all, this is called a gain of wealth attended by other gain. (b). When by living with a man a courtesan simply gets money, this is called a gain of wealth not attended by any other gain. (c). When a courtesan receives money from other people besides her lover, the results are: the chance of the loss of future good from her present lover; the chance of disaffection of a man securely attached to her; the hatred of all; and the chance of a union with some low person, tending to destroy her future good."
Narrative of the Captivity and Restoration of Mrs. Mary Rowlandson,Rowlandson,https://www.gutenberg.org/files/851/851-h/851-h.htm,"We took up our packs and along we went, but a wearisome day I had of it. As we went along I saw an Englishman stripped naked, and lying dead upon the ground, but knew not who it was. Then we came to another Indian town, where we stayed all night. In this town there were four English children, captives; and one of them my own sister's. I went to see how she did, and she was well, considering her captive condition. I would have tarried that night with her, but they that owned her would not suffer it. Then I went into another wigwam, where they were boiling corn and beans, which was a lovely sight to see, but I could not get a taste thereof."
Second Treatise of Government,John Locke,https://www.gutenberg.org/ebooks/7370.html.images,"First, It is not, nor can possibly be absolutely arbitrary over the lives and fortunes of the people: for it being but the joint power of every member of the society given up to that person, or assembly, which is legislator; it can be no more than those persons had in a state of nature before they entered into society, and gave up to the community: for no body can transfer to another more power than he has in himself; and no body has an absolute arbitrary power over himself, or over any other, to destroy his own life, or take away the life or property of another."
Emma,Jane Austen,https://www.gutenberg.org/files/158/158-h/158-h.htm,"“I shall hear about you all,” said he; “that is my chief consolation. I shall hear of every thing that is going on among you. I have engaged Mrs. Weston to correspond with me. She has been so kind as to promise it. Oh! the blessing of a female correspondent, when one is really interested in the absent!—she will tell me every thing. In her letters I shall be at dear Highbury again.” It was a sad change. They had been meeting almost every day since his arrival. Certainly his being at Randalls had given great spirit to the last two weeks—indescribable spirit; the idea, the expectation of seeing him which every morning had brought, the assurance of his attentions, his liveliness, his manners! It had been a very happy fortnight, and forlorn must be the sinking from it into the common course of Hartfield days."
The Time Machine,H. G. Wells,https://www.gutenberg.org/files/35/35-h/35-h.htm,"“I think so,” murmured the Provincial Mayor; and, knitting his brows, he lapsed into an introspective state, his lips moving as one who repeats mystic words. “Yes, I think I see it now,” he said after some time, brightening in a quite transitory manner. “Well, I do not mind telling you I have been at work upon this geometry of Four Dimensions for some time. Some of my results are curious. For instance, here is a portrait of a man at eight years old, another at fifteen, another at seventeen, another at twenty-three, and so on. All these are evidently sections, as it were, Three-Dimensional representations of his Four-Dimensioned being, which is a fixed and unalterable thing."
Les Misérables,Victor Hugo,https://www.gutenberg.org/files/135/135-h/135-h.htm,"Still, he felt that he had lost time. Night had fully come. They turned into the crossroad; the way became frightfully bad; the cart lurched from one rut to the other; he said to the postilion:— “Keep at a trot, and you shall have a double fee.” In one of the jolts, the whiffle-tree broke. “There’s the whiffle-tree broken, sir,” said the postilion; “I don’t know how to harness my horse now; this road is very bad at night; if you wish to return and sleep at Tinques, we could be in Arras early to-morrow morning.” He replied, “Have you a bit of rope and a knife?”"
Dubliners,James Joyce,https://www.gutenberg.org/files/2814/2814-h/2814-h.htm,"“Mr D’Arcy,” she said, “what is the name of that song you were singing?” “It’s called The Lass of Aughrim,” said Mr D’Arcy, “but I couldn’t remember it properly. Why? Do you know it?” “The Lass of Aughrim,” she repeated. “I couldn’t think of the name.” “It’s a very nice air,” said Mary Jane. “I’m sorry you were not in voice tonight.” “Now, Mary Jane,” said Aunt Kate, “don’t annoy Mr D’Arcy. I won’t have him annoyed.” Seeing that all were ready to start she shepherded them to the door, where good-night was said: “Well, good-night, Aunt Kate, and thanks for the pleasant evening.”"
The Call of the Wild,Jack London,https://www.gutenberg.org/files/215/215-h/215-h.htm,"By afternoon, Perrault, who was in a hurry to be on the trail with his despatches, returned with two more dogs. “Billee” and “Joe” he called them, two brothers, and true huskies both. Sons of the one mother though they were, they were as different as day and night. Billee’s one fault was his excessive good nature, while Joe was the very opposite, sour and introspective, with a perpetual snarl and a malignant eye. Buck received them in comradely fashion, Dave ignored them, while Spitz proceeded to thrash first one and then the other. Billee wagged his tail appeasingly, turned to run when he saw that appeasement was of no avail, and cried (still appeasingly) when Spitz’s sharp teeth scored his flank."
Autobiography of Benjamin Franklin,Benjamin Franklin,https://www.gutenberg.org/files/20203/20203-h/20203-h.htm,"I now open'd a little stationer's shop. I had in it blanks of all sorts, the correctest that ever appear'd among us, being assisted in that by my friend Breintnal. I had also paper, parchment, chapmen's books, etc. One Whitemash, a compositor I had known in London, an excellent workman, now came to me, and work'd with me constantly and diligently; and I took an apprentice, the son of Aquilla Rose. Whether this was a real change of sentiment or only artifice, on a supposition of our being too far engaged in affection to retract, and therefore that we should steal a marriage, which would leave them at liberty to give or withhold what they pleas'd, I know not; but I suspected the latter, resented it, and went no more."
Uncle Tom's Cabin,Harriet Beecher Stowe,https://www.gutenberg.org/files/203/203-h/203-h.htm,"“Mamma, couldn’t I take care of you one night—just one? I know I shouldn’t make you nervous, and I shouldn’t sleep. I often lie awake nights, thinking—” nonsense, child—nonsense!” said Marie; “you are such a strange child!” “But may I, mamma? I think,” she said, timidly, “that Mammy isn’t well. She told me her head ached all the time, lately.” that’s just one of Mammy’s fidgets! Mammy is just like all the rest of them—makes such a fuss about every little headache or finger-ache; it’ll never do to encourage it—never! I’m principled about this matter,” said she, turning to Miss Ophelia; “you’ll find the necessity of it."
The Brothers Karamazov,Fyodor Dostoyevsky,https://www.gutenberg.org/files/28054/28054-h/28054-h.htm,"They talk of hell fire in the material sense. I don’t go into that mystery and I shun it. But I think if there were fire in material sense, they would be glad of it, for I imagine that in material agony, their still greater spiritual agony would be forgotten for a moment. Moreover, that spiritual agony cannot be taken from them, for that suffering is not external but within them. And if it could be taken from them, I think it would be bitterer still for the unhappy creatures. For even if the righteous in Paradise forgave them, beholding their torments, and called them up to heaven in their infinite love, they would only multiply their torments, for they would arouse in them still more keenly a flaming thirst for responsive, active and grateful love which is now impossible."
"The Interesting Narrative of the Life of Olaudah Equiano, Or Gustavus Vassa, The",,https://www.gutenberg.org/ebooks/15399.html.images,"My Lord, I have resided near five years on Senegambia on the coast of Africa, and have had the honour of filling very considerable employments in that province. I do approve of the within plan, and think the undertaking very laudable and proper, and that it deserves your Lordship's protection and encouragement, in which case it must be attended with the intended success. I am, My Lord, Your Lordship's Humble and obedient servant, With these letters, I waited on the Bishop by the Governor's desire, and presented them to his Lordship. He received me with much condescension and politeness; but, from some certain scruples of delicacy, declined to ordain me."
The Legend of Sleepy Hollow,Washington Irving,https://www.gutenberg.org/files/41/41-h/41-h.htm,"The story-teller, who was just putting a glass of wine to his lips, as a refreshment after his toils, paused for a moment, looked at his inquirer with an air of infinite deference, and, lowering the glass slowly to the table, observed that the story was intended most logically to prove-- “That there is no situation in life but has its advantages and pleasures--provided we will but take a joke as we find it: “That, therefore, he that runs races with goblin troopers is likely to have rough riding of it. “Ergo, for a country schoolmaster to be refused the hand of a Dutch heiress is a certain step to high preferment in the state.”"
The Secret Garden,Frances Hodgson Burnett,https://www.gutenberg.org/files/113/113-h/113-h.htm,"Mistress Mary went a step nearer to the robin and looked at him very hard. “I’m lonely,” she said. She had not known before that this was one of the things which made her feel sour and cross. She seemed to find it out when the robin looked at her and she looked at the robin. The old gardener pushed his cap back on his bald head and stared at her a minute. “Art tha’ th’ little wench from India?” he asked. Mary nodded. “Then no wonder tha’rt lonely. Tha’lt be lonlier before tha’s done,” he said. He began to dig again, driving his spade deep into the rich black garden soil while the robin hopped about very busily employed."
The Jungle Book,Rudyard Kipling,https://www.gutenberg.org/files/236/236-h/236-h.htm,"Mowgli laughed a little short ugly laugh, for a stone had hit him in the mouth. “Run back, Messua. This is one of the foolish tales they tell under the big tree at dusk. I have at least paid for thy son’s life. Farewell; and run quickly, for I shall send the herd in more swiftly than their brickbats. I am no wizard, Messua. Farewell!” “Now, once more, Akela,” he cried. “Bring the herd in.” The buffaloes were anxious enough to get to the village. They hardly needed Akela’s yell, but charged through the gate like a whirlwind, scattering the crowd right and left."
"The Extraordinary Adventures of Arsene Lupin, Gentleman-Burglar",Maurice Leblanc,https://www.gutenberg.org/files/6133/6133-h/6133-h.htm,"He took it out of one of the secret pockets of his wallet, examined it, gazed at it tenderly, and caressed it with loving fingers, and sighed, as he said: “What cold Russian prince, what vain and foolish rajah may some day possess this priceless treasure! Or, perhaps, some American millionaire is destined to become the owner of this morsel of exquisite beauty that once adorned the fair bosom of Leontine Zalti, the Countess d’Andillot.” “It is really remarkable, Velmont, what a close resemblance you bear to Arsène Lupin!” “How do you know?” “Oh! like everyone else, from photographs, no two of which are alike, but each of them leaves the impression of a face...."
Gulliver's Travels into Several Remote Nations of the World,Jonathan Swift,https://www.gutenberg.org/files/829/829-h/829-h.htm,"No law in that country must exceed in words the number of letters in their alphabet, which consists only of two and twenty. But indeed few of them extend even to that length. They are expressed in the most plain and simple terms, wherein those people are not mercurial enough to discover above one interpretation: and to write a comment upon any law, is a capital crime. As to the decision of civil causes, or proceedings against criminals, their precedents are so few, that they have little reason to boast of any extraordinary skill in either. As to their military affairs, they boast that the king’s army consists of a hundred and seventy-six thousand foot, and thirty-two thousand horse: if that may be called an army, which is made up of tradesmen in the several cities, and farmers in the country, whose commanders are only the nobility and gentry, without pay or reward."
David Copperfield,Charles Dickens,https://www.gutenberg.org/files/766/766-h/766-h.htm,"doen’t know. I see her ev’ry day, and doen’t know; But, odd-times, I have thowt so. A slight figure,’ said Mr. Peggotty, looking at the fire, ‘kiender worn; soft, sorrowful, blue eyes; a delicate face; a pritty head, leaning a little down; a quiet voice and way—timid a’most. That’s Em’ly!’ We silently observed him as he sat, still looking at the fire. ‘Some thinks,’ he said, ‘as her affection was ill-bestowed; some, as her marriage was broken off by death. No one knows how ‘tis. She might have married well, a mort of times, “but, uncle,” she says to me, “that’s gone for ever.” Cheerful along with me; retired when others is by; fond of going any distance fur to teach a child, or fur to tend a sick person, or fur to do some kindness tow’rds a young girl’s wedding (and she’s done a many, but has never seen one); fondly loving of her uncle; patient; liked by young and old; sowt out by all that has any trouble."
The Problems of Philosophy,Bertrand Russell,https://www.gutenberg.org/files/5827/5827-h/5827-h.htm,"Before taking up the general question of the nature of ideas, we must disentangle two entirely separate questions which arise concerning sense-data and physical objects. We saw that, for various reasons of detail, Berkeley was right in treating the sense-data which constitute our perception of the tree as more or less subjective, in the sense that they depend upon us as much as upon the tree, and would not exist if the tree were not being perceived. But this is an entirely different point from the one by which Berkeley seeks to prove that whatever can be immediately known must be in a mind."
Around the World in Eighty Days,Jules Verne,https://www.gutenberg.org/files/103/103-h/103-h.htm,"“And you have known your master a long time?” “Why, no; I entered his service the very day we left London.” “Pretty far. It is a ten days’ voyage by sea.” “And in what country is Bombay?” “India.” “In Asia?” “Certainly.” “The deuce! I was going to tell you there’s one thing that worries me—my burner!” “What burner?” “My gas-burner, which I forgot to turn off, and which is at this moment burning at my expense. I have calculated, monsieur, that I lose two shillings every four and twenty hours, exactly sixpence more than I earn; and you will understand that the longer our journey—”"
Essays of Michel de Montaigne — Complete,Michel de Montaigne,https://www.gutenberg.org/files/3600/3600-h/3600-h.htm,"he must be convinced at his own expense; and he in some sort discovers that he was hard pressed by his enemy. Plutarch’s way, by how much it is more disdainful and farther stretched, is, in my opinion, so much more manly and persuasive: and I am apt to believe that his soul had more assured and more regular motions. The one more sharp, pricks and makes us start, and more touches the soul; the other more constantly solid, forms, establishes, and supports us, and more touches the understanding. That ravishes the judgment, this wins it. I have likewise seen other writings, yet more reverenced than these, that in the representation of the conflict they maintain against the temptations of the flesh, paint them, so sharp, so powerful and invincible, that we ourselves, who are of the common herd, are as much to wonder at the strangeness and unknown force of their temptation, as at the resisting it."
Siddhartha,Hermann Hesse,https://www.gutenberg.org/files/2500/2500-h/2500-h.htm,"By his side lived Govinda, his shadow, walked the same paths, undertook the same efforts. They rarely spoke to one another, than the service and the exercises required. Occasionally the two of them went through the villages, to beg for food for themselves and their teachers. “How do you think, Govinda,” Siddhartha spoke one day while begging this way, “how do you think did we progress? Did we reach any goals?” Govinda answered: “We have learned, and we’ll continue learning. You’ll be a great Samana, Siddhartha. Quickly, you’ve learned every exercise, often the old Samanas have admired you. One day, you’ll be a holy man, oh Siddhartha.”"
Beyond Good and Evil,Friedrich Wilhelm Nietzsche,https://www.gutenberg.org/files/4363/4363-h/4363-h.htm,"66. The tendency of a person to allow himself to be degraded, robbed, deceived, and exploited might be the diffidence of a God among men. 67. Love to one only is a barbarity, for it is exercised at the expense of all others. Love to God also! 68. ""I did that,"" says my memory. ""I could not have done that,"" says my pride, and remains inexorable. Eventually—the memory yields. 69. One has regarded life carelessly, if one has failed to see the hand that—kills with leniency. 70. If a man has character, he has also his typical experience, which always recurs."
Ethan Frome,Edith Wharton,https://www.gutenberg.org/files/4517/4517-h/4517-h.htm,"“Come in,” he said; and as he spoke the droning voice grew still... It was that night that I found the clue to Ethan Frome, and began to put together this vision of his story. The village lay under two feet of snow, with drifts at the windy corners. In a sky of iron the points of the Dipper hung like icicles and Orion flashed his cold fires. The moon had set, but the night was so transparent that the white house-fronts between the elms looked gray against the snow, clumps of bushes made black stains on it, and the basement windows of the church sent shafts of yellow light far across the endless undulations."
The History of the Peloponnesian War,Thucydides,https://www.gutenberg.org/ebooks/7142.html.images,"Tenth Year of the War—Death of Cleon and Brasidas—Peace of Nicias The next summer the truce for a year ended, after lasting until the Pythian games. During the armistice the Athenians expelled the Delians from Delos, concluding that they must have been polluted by some old offence at the time of their consecration, and that this had been the omission in the previous purification of the island, which, as I have related, had been thought to have been duly accomplished by the removal of the graves of the dead. The Delians had Atramyttium in Asia given them by Pharnaces, and settled there as they removed from Delos."
Anna Karenina,graf Leo Tolstoy,https://www.gutenberg.org/files/1399/1399-h/1399-h.htm,"“Oh, if you don’t want to say, don’t. Only it’s no good your talking to her. She’s a wench, and you’re a gentleman,” he said with a jerk of the neck. “You understand everything, I see, and have taken stock of everything, and look with commiseration on my shortcomings,” he began again, raising his voice. “Nikolay Dmitrievitch, Nikolay Dmitrievitch,” whispered Marya Nikolaevna, again going up to him. “Oh, very well, very well!... But where’s the supper? Ah, here it is,” he said, seeing a waiter with a tray. “Here, set it here,” he added angrily, and promptly seizing the vodka, he poured out a glassful and drank it greedily."
Meditations,Emperor of Rome Marcus Aurelius,https://www.gutenberg.org/files/2680/2680-h/2680-h.htm,"Not vegetative spiration, it is not surely (which plants have) that Under, above, and about, are the motions of the elements; but Who can choose but wonder at them? They will not speak well of Do not ever conceive anything impossible to man, which by thee Suppose that at the palestra somebody hath all to-torn thee with If anybody shall reprove me, and shall make it apparent unto me, Alexander of Macedon, and he that dressed his mules, when once Consider how many different things, whether they concern our if any should put this question unto thee, how this word Antoninus"
The King James Version of the Bible,,https://www.gutenberg.org/files/10/10-h/10-h.htm,"20:9 Who can say, I have made my heart clean, I am pure from my sin? 20:10 Divers weights, and divers measures, both of them are alike abomination to the 20:11 Even a child is known by his doings, whether his work be pure, and whether it be right. 20:12 The hearing ear, and the seeing eye, the hath made even both of them. 20:13 Love not sleep, lest thou come to poverty; open thine eyes, and thou shalt be satisfied with bread. 20:14 It is naught, it is naught, saith the buyer: but when he is gone his way, then he boasteth."
"The Slang Dictionary: Etymological, Historical and Andecdotal",John Camden Hotten,https://www.gutenberg.org/files/42108/42108-h/42108-h.htm,"Shanty, a rude, temporary habitation. The word is principally employed to designate the huts inhabited by navigators, when constructing large lines of railway far distant from towns. It is derived from the French used by the Canadians for a log hut, and has travelled from thence, by way of the United States, to England. Shanty, a song. A term in use among sailors. From Shapes, “to cut up” or “show to exhibit pranks, or flightiness. Shark, a sharper, a swindler. Bow Street term in 1785, now in most dictionaries.—Friesic and Danish, See Sharp, or a cunning cheat, a rogue,—the opposite of"
Oliver Twist,Charles Dickens,https://www.gutenberg.org/files/730/730-h/730-h.htm,"“Of course they can,” replied Sikes. “It was Bartlemy time when I was shopped; and there warn’t a penny trumpet in the fair, as I couldn’t hear the squeaking on. Arter I was locked up for the night, the row and din outside made the thundering old jail so silent, that I could almost have beat my brains out against the iron plates of the door.” “Poor fellow!” said Nancy, who still had her face turned towards the quarter in which the bell had sounded. “Oh, Bill, such fine young chaps as them!” “Yes; that’s all you women think of,” answered Sikes. “Fine young chaps! Well, they’re as good as dead, so it don’t much matter.”"
The Mysterious Affair at Styles,Agatha Christie,https://www.gutenberg.org/files/863/863-h/863-h.htm,"Poirot nodded thoughtfully. “Then he is very sure. Well, that simplifies matters for us.” We went up together to the room of the tragedy. For convenience I append a plan of the room and the principal articles of furniture in it. Poirot locked the door on the inside, and proceeded to a minute inspection of the room. He darted from one object to the other with the agility of a grasshopper. I remained by the door, fearing to obliterate any clues. Poirot, however, did not seem grateful to me for my forbearance. “What have you, my friend,” he cried, “that you remain there like—how do you say it?—ah, yes, the stuck pig?”"
Thus Spake Zarathustra: A Book for All and None,Friedrich Wilhelm Nietzsche,https://www.gutenberg.org/files/1998/1998-h/1998-h.htm,"It despiseth also all bitter-sweet wisdom: for verily, there is also wisdom that bloometh in the dark, a night-shade wisdom, which ever sigheth: “All is vain!” Shy distrust is regarded by it as base, and every one who wanteth oaths instead of looks and hands: also all over-distrustful wisdom,—for such is the mode of cowardly souls. Baser still it regardeth the obsequious, doggish one, who immediately lieth on his back, the submissive one; and there is also wisdom that is submissive, and doggish, and pious, and obsequious. Hateful to it altogether, and a loathing, is he who will never defend himself, he who swalloweth down poisonous spittle and bad looks, the all-too-patient one, the all-endurer, the all-satisfied one: for that is the mode of slaves."
Old Granny Fox,Thornton W. Burgess,https://www.gutenberg.org/files/4980/4980-h/4980-h.htm,"It was hard going for Granny and Reddy Fox. The snow was soft and deep in many places, and they had to keep pretty close to those places where rough Brother North Wind had blown away enough of the snow to make walking fairly easy. They soon found that their hope that they would find some of their neighbors too weak to escape was quite in vain. When jolly, round, red Mr. Sun dropped clown behind the Purple Hills to go to bed, their stomachs were quite as empty as when they had started out. “We'll go down to the Old Briar-patch. I don't believe it will be of much use, but you never can tell until you try."
Notes from the Underground,Fyodor Dostoyevsky,https://www.gutenberg.org/files/600/600-h/600-h.htm,"""I mean, your sa-a-lary?"" ""Why are you cross-examining me?"" However, I told him at once what my salary was. I turned horribly red. ""It is not very handsome,"" Zverkov observed majestically. ""Yes, you can't afford to dine at cafes on that,"" Ferfitchkin added insolently. ""To my thinking it's very poor,"" Trudolyubov observed gravely. ""And how thin you have grown! How you have changed!"" added Zverkov, with a shade of venom in his voice, scanning me and my attire with a sort of insolent compassion. ""Oh, spare his blushes,"" cried Ferfitchkin, sniggering. ""My dear sir, allow me to tell you I am not blushing,"" I broke out at last; ""do you hear? I am dining here, at this cafe, at my own expense, not at other people's--note that, Mr. Ferfitchkin."""
"Songs of Innocence, and Songs of Experience",William Blake,https://www.gutenberg.org/files/1934/1934-h/1934-h.htm,"My mother taught me underneath a tree, And, sitting down before the heat of day, She took me on her lap and kissèd me, And, pointing to the East, began to say: ‘Look on the rising sun: there God does live, And gives His light, and gives His heat away, And flowers and trees and beasts and men receive Comfort in morning, joy in the noonday. ‘And we are put on earth a little space, That we may learn to bear the beams of love; And these black bodies and this sunburnt face Are but a cloud, and like a shady grove."
An Index of The Divine Comedy,Dante,https://www.gutenberg.org/ebooks/8800.html.images,"That sun, which erst with love my bosom warm'd Had of fair truth unveil'd the sweet aspect, By proof of right, and of the false reproof; And I, to own myself convinc'd and free Of doubt, as much as needed, rais'd my head Erect for speech. But soon a sight appear'd, Which, so intent to mark it, held me fix'd, That of confession I no longer thought. As in a quiet and clear lake the fish, If aught approach them from without, do draw Towards it, deeming it their food; so drew Full more than thousand splendours towards us, And in each one was heard: ""Lo! one arriv'd To multiply our loves!"" and as each came The shadow, streaming forth effulgence new, Witness'd augmented joy."
Sense and Sensibility,Jane Austen,https://www.gutenberg.org/files/161/161-h/161-h.htm,"After a short pause. “You have no confidence in me, Marianne.” “Nay, Elinor, this reproach from you—you who have confidence in no one!” “Me!” returned Elinor in some confusion; “indeed, Marianne, I have nothing to tell.” “Nor I,” answered Marianne with energy, “our situations then are alike. We have neither of us any thing to tell; you, because you do not communicate, and I, because I conceal nothing.” “I thought you were both in Devonshire,” said he. “Did you?” replied Elinor. “When do you go back again?” “I do not know.” And thus ended their discourse. Never had Marianne been so unwilling to dance in her life, as she was that evening, and never so much fatigued by the exercise."
Calculus Made Easy,Silvanus P. Thompson,https://www.gutenberg.org/files/33283/33283-pdf.pdf, 
Common Sense,Thomas Paine,https://www.gutenberg.org/files/147/147-h/147-h.htm,"Secondly. Which is the easiest and most practicable plan, reconciliation or independance? with some occasional remarks. First. Because it will come to that one time or other. Secondly. Because, the longer it is delayed the harder it will be to accomplish. The reader will pardon this digression, as it does not properly come under the head I first set out with, and to which I again return by the following position, viz. Should affairs be patched up with Britain, and she to remain the governing and sovereign power of America, (which, as matters are now circumstanced, is giving up the point intirely) we shall deprive ourselves of the very means of sinking the debt we have, or may contract."
The Devil's Dictionary,Ambrose Bierce,https://www.gutenberg.org/files/972/972-h/972-h.htm,"Junker Barlow n. n. In international politics, the union of two thieves who have their hands so deeply inserted in each other's pockets that they cannot separately plunder a third. n. The crocodile of America, superior in every detail to the crocodile of the effete monarchies of the Old World. Herodotus says the Indus is, with one exception, the only river that produces crocodiles, but they appear to have gone West and grown up with the other rivers. From the notches on his back the alligator is called a sawrian. adj. In bad company. Booley Fito"
Candide,Voltaire,https://www.gutenberg.org/ebooks/19942.html.images,"""Miss Cunegonde,"" said he, ""is to do me the honour to marry me, and we beseech your excellency to deign to sanction our marriage."" The old woman spoke thus to Cunegonde: ""Miss, you have seventy-two quarterings, and not a farthing; it is now in your power to be wife to the greatest lord in South America, who has very beautiful moustachios. Is it for you to pique yourself upon inviolable fidelity? You have been ravished by Bulgarians; a Jew and an Inquisitor have enjoyed your favours. Misfortune gives sufficient excuse. I own, that if I were in your place, I should have no scruple in marrying the Governor and in making the fortune of Captain Candide."""
The Confessions of St. Augustine,Bishop of Hippo Saint Augustine,https://www.gutenberg.org/files/3296/3296-h/3296-h.htm,"For of the fulness of Thy goodness, doth Thy creature subsist, that so a good, which could no ways profit Thee, nor was of Thee (lest so it should be equal to Thee), might yet be since it could be made of Thee. For what did heaven and earth, which Thou madest in the Beginning, deserve of Thee? Let those spiritual and corporeal natures which Thou madest in Thy Wisdom, say wherein they deserved of Thee, to depend thereon (even in that their several inchoate and formless state, whether spiritual or corporeal, ready to fall away into an immoderate liberty and far-distant unlikeliness unto Thee;—the spiritual, though without form, superior to the corporeal though formed, and the corporeal though without form, better than were it altogether nothing), and so to depend upon Thy Word, as formless, unless by the same Word they were brought back to Thy Unity, indued with form and from Thee the One Sovereign Good were made all very good."
The Art of War,active 6th century B.C. Sunzi,https://www.gutenberg.org/files/132/132-h/132-h.htm,"63. On the day that you take up your command, block the frontier passes, destroy the official tallies, and stop the passage of all emissaries. 64. Be stern in the council-chamber, so that you may control the situation. 65. If the enemy leaves a door open, you must rush in. 66. Forestall your opponent by seizing what he holds dear, and subtly contrive to time his arrival on the ground. 67. Walk in the path defined by rule, and accommodate yourself to the enemy until you can fight a decisive battle. 68. At first, then, exhibit the coyness of a maiden, until the enemy gives you an opening; afterwards emulate the rapidity of a running hare, and it will be too late for the enemy to oppose you."
Persuasion,Jane Austen,https://www.gutenberg.org/files/105/105-h/105-h.htm,"""I knew you by report long before you came to Bath. I had heard you described by those who knew you intimately. I have been acquainted with you by character many years. Your person, your disposition, accomplishments, manner; they were all present to me."" Mr Elliot was not disappointed in the interest he hoped to raise. No one can withstand the charm of such a mystery. To have been described long ago to a recent acquaintance, by nameless people, is irresistible; and Anne was all curiosity. She wondered, and questioned him eagerly; but in vain. He delighted in being asked, but he would not tell."
Complete Original Short Stories of Guy De Maupassant,Guy de Maupassant,https://www.gutenberg.org/files/3090/3090-h/3090-h.htm,"Then she came back and sat down before the fire, and pondered over many things we never think of when we are young. Customs are modified in course of time, fashions succeed one another, but such variations are taken no account of in the placid family circle where traditional usages prevail year after year. And if some scandalous episode or other occurs in the neighborhood, the disreputable story dies a natural death when it reaches the threshold of the house. The father and mother may, perhaps, exchange a few words on the subject when alone together some evening, but they speak in hushed tones—for even walls have ears."
The Jungle,Upton Sinclair,https://www.gutenberg.org/files/140/140-h/140-h.htm,"“No ’stand.” “Shovel guts?” “No ’stand.” (More shakes of the head.) “Zarnos. Pagaiksztis. Szluofa!” (Imitative motions.) “Je.” “See door. Durys?” (Pointing.) “Je.” “To-morrow, seven o’clock. Understand? Rytoj! Prieszpietys! Septyni!” “Dekui, tamistai!” (Thank you, sir.) And that was all. Jurgis turned away, and then in a sudden rush the full realization of his triumph swept over him, and he gave a yell and a jump, and started off on a run. He had a job! He had a job! And he went all the way home as if upon wings, and burst into the house like a cyclone, to the rage of the numerous lodgers who had just turned in for their daily sleep."
The Elements of Style,William Strunk,https://www.gutenberg.org/files/37134/37134-h/37134-h.htm,"Quotations. Formal quotations, cited as documentary evidence, are introduced by a colon and enclosed in quotation marks. The provision of the Constitution is: “No tax or duty shall be laid on articles exported from any state.” Quotations grammatically in apposition or the direct objects of verbs are preceded by a comma and enclosed in quotation marks. I recall the maxim of La Rochefoucauld, “Gratitude is a lively sense of benefits to come.” Aristotle says, “Art is an imitation of nature.” Quotations of an entire line, or more, of verse, are begun on a fresh line and centered, but need not be enclosed in quotation marks."
A Pickle for the Knowing Ones,Timothy Dexter,https://www.gutenberg.org/files/43453/43453-h/43453-h.htm,"When Dexter dies shall willows weep, And mourning friends shall fill the street. May Washington immortal stand, May Jefferson by God's command Support the right of all mankind, John Adams not a whit behind. America with all your host, Lord Dexter in a bumper toast; May he enjoy his life in peace, And when he's dead his name not cease. In heaven may he always reign, For there's no sorrow, sin, nor pain: Unto the world I leave the rest, For to pronounce Lord Dexter blest."
