book,author,url,excerpt
"The Awakening, and Selected Short Stories",Kate Chopin,https://www.gutenberg.org/files/160/160-h/160-h.htm,"Gaston took his wife’s pretty face between his hands and looked tenderly and laughingly into her troubled eyes. They were making a bit of toilet sociably together in Mrs. Baroda’s dressing-room. “You are full of surprises, ma belle,” he said to her. “Even I can never count upon how you are going to act under given conditions.” He kissed her and turned to fasten his cravat before the mirror. “Here you are,” he went on, “taking poor Gouvernail seriously and making a commotion over him, the last thing he would desire or expect.” “Commotion!” she hotly resented. “Nonsense! How can you say such a thing? Commotion, indeed! But, you know, you said he was clever.”"
Emma,Jane Austen,https://www.gutenberg.org/files/158/158-h/158-h.htm,"“Mr. Weston do not trifle with me.—Consider how many of my dearest friends are now in Brunswick Square. Which of them is it?—I charge you by all that is sacred, not to attempt concealment.” “Upon my word, Emma.”— “Your word!—why not your honour!—why not say upon your honour, that it has nothing to do with any of them? Good Heavens!—What can be to be broke to me, that does not relate to one of that family?” “Upon my honour,” said he very seriously, “it does not. It is not in the smallest degree connected with any human being of the name of Knightley.”"
Les Misérables,Victor Hugo,https://www.gutenberg.org/files/135/135-h/135-h.htm,"Jean Valjean felt completely reassured. He began to laugh. “How the deuce could I have thought that I saw Javert there?” he thought. “Am I going to lose my eyesight now?” And he thought no more about it. A few days afterwards,—it might have been at eight o’clock in the evening,—he was in his room, and engaged in making Cosette spell aloud, when he heard the house door open and then shut again. This struck him as singular. The old woman, who was the only inhabitant of the house except himself, always went to bed at nightfall, so that she might not burn out her candles."
The Time Machine,H. G. Wells,https://www.gutenberg.org/files/35/35-h/35-h.htm,"“Where’s——?” said I, naming our host. “You’ve just come? It’s rather odd. He’s unavoidably detained. He asks me in this note to lead off with dinner at seven if he’s not back. Says he’ll explain when he comes.” He was in an amazing plight. His coat was dusty and dirty, and smeared with green down the sleeves; his hair disordered, and as it seemed to me greyer—either with dust and dirt or because its colour had actually faded. His face was ghastly pale; his chin had a brown cut on it—a cut half-healed; his expression was haggard and drawn, as by intense suffering."
"The Extraordinary Adventures of Arsene Lupin, Gentleman-Burglar",Maurice Leblanc,https://www.gutenberg.org/files/6133/6133-h/6133-h.htm,"“Listen to me, monsieur! I give you my word of honor that this attempted flight was simply preliminary to my general plan of escape.” “I do not understand,” said the judge. “It is not necessary that you should understand.” And when the judge, in the course of that examination which was reported at length in the columns of the ‘Echo de France,’ when the judge sought to resume his investigation, Arsène Lupin exclaimed, with an assumed air of lassitude: “Mon Dieu, Mon Dieu, what’s the use! All these questions are of no importance!” “What! No importance?” cried the judge. “No; because I shall not be present at the trial.”"
Uncle Tom's Cabin,Harriet Beecher Stowe,https://www.gutenberg.org/files/203/203-h/203-h.htm,"“Undoubtedly. It pleased Providence, for some inscrutable reason, to doom the race to bondage, ages ago; and we must not set up our opinion against that.” “Well, then, we’ll all go ahead and buy up niggers,” said the man, “if that’s the way of Providence,—won’t we, Squire?” said he, turning to Haley, who had been standing, with his hands in his pockets, by the stove and intently listening to the conversation. “Yes,” continued the tall man, “we must all be resigned to the decrees of Providence. Niggers must be sold, and trucked round, and kept under; it’s what they’s made for."
Dubliners,James Joyce,https://www.gutenberg.org/files/2814/2814-h/2814-h.htm,"“Don’t be afraid! Don’t be afraid of it!” Everything went on smoothly. Mrs Kearney bought some lovely blush-pink charmeuse in Brown Thomas’s to let into the front of Kathleen’s dress. It cost a pretty penny; but there are occasions when a little expense is justifiable. She took a dozen of two-shilling tickets for the final concert and sent them to those friends who could not be trusted to come otherwise. She forgot nothing and, thanks to her, everything that was to be done was done. The concerts were to be on Wednesday, Thursday, Friday and Saturday. When Mrs Kearney arrived with her daughter at the Antient Concert Rooms on Wednesday night she did not like the look of things."
The Brothers Karamazov,Fyodor Dostoyevsky,https://www.gutenberg.org/files/28054/28054-h/28054-h.htm,"“Where did you get the material, that is, the rag in which you sewed the money?” “Are you laughing at me?” “Not at all. And we are in no mood for laughing, Dmitri Fyodorovitch.” “I don’t know where I got the rag from—somewhere, I suppose.” “I should have thought you couldn’t have forgotten it?” “Upon my word, I don’t remember. I might have torn a bit off my linen.” “That’s very interesting. We might find in your lodgings to‐morrow the shirt or whatever it is from which you tore the rag. What sort of rag was it, cloth or linen?”"
Leviathan,Thomas Hobbes,https://www.gutenberg.org/files/3207/3207-h/3207-h.htm,"Reputation of Prudence in the conduct of Peace or War, is Power; because to prudent men, we commit the government of our selves, more willingly than to others. Nobility is Power, not in all places, but onely in those Common-wealths, where it has Priviledges: for in such priviledges consisteth their Power. Eloquence is Power; because it is seeming Prudence. Forme is Power; because being a promise of Good, it recommendeth men to the favour of women and strangers. The Sciences, are small Power; because not eminent; and therefore, not acknowledged in any man; nor are at all, but in a few; and in them, but of a few things."
Around the World in Eighty Days,Jules Verne,https://www.gutenberg.org/files/103/103-h/103-h.htm,"“Left Turin, Friday, at 7.20 a.m. “Arrived at Brindisi, Saturday, October 5th, at 4 p.m. “Sailed on the ‘Mongolia,’ Saturday, at 5 p.m. “Reached Suez, Wednesday, October 9th, at 11 a.m. “Total of hours spent, 158½; or, in days, six days and a half.” These dates were inscribed in an itinerary divided into columns, indicating the month, the day of the month, and the day for the stipulated and actual arrivals at each principal point Paris, Brindisi, Suez, Bombay, Calcutta, Singapore, Hong Kong, Yokohama, San Francisco, New York, and London—from the 2nd of October to the 21st of December; and giving a space for setting down the gain made or the loss suffered on arrival at each locality."
The Call of the Wild,Jack London,https://www.gutenberg.org/files/215/215-h/215-h.htm,"The Thirty Mile River was comparatively coated with ice, and they covered in one day going out what had taken them ten days coming in. In one run they made a sixty-mile dash from the foot of Lake Le Barge to the White Horse Rapids. Across Marsh, Tagish, and Bennett (seventy miles of lakes), they flew so fast that the man whose turn it was to run towed behind the sled at the end of a rope. And on the last night of the second week they topped White Pass and dropped down the sea slope with the lights of Skaguay and of the shipping at their feet."
Second Treatise of Government,John Locke,https://www.gutenberg.org/ebooks/7370.html.images,"Sect. 195. I will not dispute now whether princes are exempt from the laws of their country; but this I am sure, they owe subjection to the laws of God and nature. No body, no power, can exempt them from the obligations of that eternal law. Those are so great, and so strong, in the case of promises, that omnipotency itself can be tied by them. Grants, promises, and oaths, are bonds that hold the Almighty: whatever some flatterers say to princes of the world, who all together, with all their people joined to them, are, in comparison of the great God, but as a drop of the bucket, or a dust on the balance, inconsiderable, nothing!"
The Secret Garden,Frances Hodgson Burnett,https://www.gutenberg.org/files/113/113-h/113-h.htm,"“I never thought I’d see this place,” he said at last, in a whisper. “Did you know about it?” asked Mary. She had spoken aloud and he made a sign to her. “We must talk low,” he said, “or someone’ll hear us an’ wonder what’s to do in here.” “Oh! I forgot!” said Mary, feeling frightened and putting her hand quickly against her mouth. “Did you know about the garden?” she asked again when she had recovered herself. Dickon nodded. “Martha told me there was one as no one ever went inside,” he answered. “Us used to wonder what it was like.”"
The Jungle Book,Rudyard Kipling,https://www.gutenberg.org/files/236/236-h/236-h.htm,"“But it is true. He is such a man-cub as never was,” said Baloo. “The best and wisest and boldest of man-cubs—my own pupil, who shall make the name of Baloo famous through all the jungles; and besides, I—we—love him, Kaa.” “Ts! Ts!” said Kaa, weaving his head to and fro. “I also have known what love is. There are tales I could tell that—” “That need a clear night when we are all well fed to praise properly,” said Bagheera quickly. “Our man-cub is in the hands of the Bandar-log now, and we know that of all the Jungle-People they fear Kaa alone.”"
Autobiography of Benjamin Franklin,Benjamin Franklin,https://www.gutenberg.org/files/20203/20203-h/20203-h.htm,"inclinations for the sea were by this time worne out, or I might now have gratify'd them. But, having a trade, and supposing myself a pretty good workman, I offer'd my service to the printer in the place, old Mr. William Bradford, who had been the first printer in Pennsylvania, but removed from thence upon the quarrel of George Keith. He could give me no employment, having little to do, and help enough already; but says he, ""My son at Philadelphia has lately lost his principal hand, Aquilla Rose, by death; if you go thither, I believe he may employ you."" Philadelphia was a hundred miles further; I set out, however, in a boat for Amboy, leaving my chest and things to follow me round by sea."
The Legend of Sleepy Hollow,Washington Irving,https://www.gutenberg.org/files/41/41-h/41-h.htm,"IN The story-teller, who was just putting a glass of wine to his lips, as a refreshment after his toils, paused for a moment, looked at his inquirer with an air of infinite deference, and, lowering the glass slowly to the table, observed that the story was intended most logically to prove-- “That there is no situation in life but has its advantages and pleasures--provided we will but take a joke as we find it: “That, therefore, he that runs races with goblin troopers is likely to have rough riding of it. “Ergo, for a country schoolmaster to be refused the hand of a Dutch heiress is a certain step to high preferment in the state.”"
David Copperfield,Charles Dickens,https://www.gutenberg.org/files/766/766-h/766-h.htm,"‘And me too, Mas’r Davy,’ he rejoined. ‘Even more so, I do assure you, than his ventersome ways, though both belongs to the alteration in him. I doen’t know as he’d do violence under any circumstances, but I hope as them two may be kep asunders.’ We had come, through Temple Bar, into the city. Conversing no more now, and walking at my side, he yielded himself up to the one aim of his devoted life, and went on, with that hushed concentration of his faculties which would have made his figure solitary in a multitude. We were not far from Blackfriars Bridge, when he turned his head and pointed to a solitary female figure flitting along the opposite side of the street."
Beyond Good and Evil,Friedrich Wilhelm Nietzsche,https://www.gutenberg.org/files/4363/4363-h/4363-h.htm,"248. There are two kinds of geniuses: one which above all engenders and seeks to engender, and another which willingly lets itself be fructified and brings forth. And similarly, among the gifted nations, there are those on whom the woman's problem of pregnancy has devolved, and the secret task of forming, maturing, and perfecting—the Greeks, for instance, were a nation of this kind, and so are the French; and others which have to fructify and become the cause of new modes of life—like the Jews, the Romans, and, in all modesty be it asked: like the Germans?—nations tortured and enraptured by unknown fevers and irresistibly forced out of themselves, amorous and longing for foreign races (for such as ""let themselves be fructified""), and withal imperious, like everything conscious of being full of generative force, and consequently empowered ""by the grace of God."" These two kinds of geniuses seek each other like man and woman; but they also misunderstand each other—like man and woman."
The King James Version of the Bible,,https://www.gutenberg.org/files/10/10-h/10-h.htm,"4:12 And Tychicus have I sent to Ephesus. 4:13 The cloke that I left at Troas with Carpus, when thou comest, bring with thee, and the books, but especially the parchments. 4:14 Alexander the coppersmith did me much evil: the Lord reward him according to his works: 4:15 Of whom be thou ware also; for he hath greatly withstood our words. 4:16 At my first answer no man stood with me, but all men forsook me: I pray God that it may not be laid to their charge. 4:17 Notwithstanding the Lord stood with me, and strengthened me; that by me the preaching might be fully known, and that all the Gentiles might hear: and I was delivered out of the mouth of the lion."
Narrative of the Captivity and Restoration of Mrs. Mary Rowlandson,Rowlandson,https://www.gutenberg.org/files/851/851-h/851-h.htm,"Hearing that my son was come to this place, I went to see him, and told him his father was well, but melancholy. He told me he was as much grieved for his father as for himself. I wondered at his speech, for I thought I had enough upon my spirit in reference to myself, to make me mindless of my husband and everyone else; they being safe among their friends. He told me also, that awhile before, his master (together with other Indians) were going to the French for powder; but by the way the Mohawks met with them, and killed four of their company, which made the rest turn back again, for it might have been worse with him, had he been sold to the French, than it proved to be in his remaining with the Indians."
Gulliver's Travels into Several Remote Nations of the World,Jonathan Swift,https://www.gutenberg.org/files/829/829-h/829-h.htm,"“‘That the said Quinbus Flestrin, contrary to the duty of a faithful subject, is now preparing to make a voyage to the court and empire of Blefuscu, for which he has received only verbal license from his imperial majesty; and, under colour of the said license, does falsely and traitorously intend to take the said voyage, and thereby to aid, comfort, and abet the emperor of Blefuscu, so lately an enemy, and in open war with his imperial majesty aforesaid.’ “There are some other articles; but these are the most important, of which I have read you an abstract. “In the several debates upon this impeachment, it must be confessed that his majesty gave many marks of his great lenity; often urging the services you had done him, and endeavouring to extenuate your crimes."
Anna Karenina,graf Leo Tolstoy,https://www.gutenberg.org/files/1399/1399-h/1399-h.htm,"“No, don’t go away, please don’t,” pleaded Liza Merkalova, hearing that Anna was going. Stremov joined in her entreaties. “It’s too violent a transition,” he said, “to go from such company to old Madame Vrede. And besides, you will only give her a chance for talking scandal, while here you arouse none but such different feelings of the highest and most opposite kind,” he said to her. Anna pondered for an instant in uncertainty. This shrewd man’s flattering words, the naïve, childlike affection shown her by Liza Merkalova, and all the social atmosphere she was used to,—it was all so easy, and what was in store for her was so difficult, that she was for a minute in uncertainty whether to remain, whether to put off a little longer the painful moment of explanation."
Meditations,Emperor of Rome Marcus Aurelius,https://www.gutenberg.org/files/2680/2680-h/2680-h.htm,"As every fancy and imagination presents itself unto thee, consider (if it be possible) the true nature, and the proper qualities of it, and reason with thyself about it. At thy first encounter with any one, say presently to thyself: This man, what are his opinions concerning that which is good or evil? as concerning pain, pleasure, and the causes of both; concerning honour, and dishonour, concerning life and death? thus and thus. Now if it be no wonder that a man should have such and such opinions, how can it be a wonder that he should do such and such things? I will remember then, that he cannot but do as he doth, holding those opinions that he doth."
"The Slang Dictionary: Etymological, Historical and Andecdotal",John Camden Hotten,https://www.gutenberg.org/files/42108/42108-h/42108-h.htm,"Bumbles, coverings for the eyes of horses that shy in harness. Bumbrusher, an usher at a school. Bumclink, in the Midland counties the inferior beer brewed for haymakers and harvest labourers. Derivation obvious. Bum-Curtain, an old name for academical gowns when they were worn scant and short, especially those of the students of St. John’s College.—Camb. Univ. Any ragged or short academical gown. “Touching Advice from the you are desired to give and take notice as followeth:— “Of Monies to be taken up, or delivered on Botto-maria, commonly called Bomarie. “Of money to be put out or taken upon interest,” &c."
The Mysterious Affair at Styles,Agatha Christie,https://www.gutenberg.org/files/863/863-h/863-h.htm,"“Where have you been?” I asked. “Denby kept me late last night. It was one o’clock before we’d finished. Then I found that I’d forgotten the latch-key after all. I didn’t want to arouse the household, so Denby gave me a bed.” “How did you hear the news?” I asked. “Wilkins knocked Denby up to tell him. My poor Emily! She was so self-sacrificing—such a noble character. She over-taxed her strength.” A wave of revulsion swept over me. What a consummate hypocrite the man was! “I must hurry on,” I said, thankful that he did not ask me whither I was bound."
Essays of Michel de Montaigne — Complete,Michel de Montaigne,https://www.gutenberg.org/files/3600/3600-h/3600-h.htm,"I know there have been simple peasants amongst us who have endured the soles of their feet to be broiled upon a gridiron, their finger-ends to be crushed with the cock of a pistol, and their bloody eyes squeezed out of their heads by force of a cord twisted about their brows, before they would so much as consent to a ransom. I have seen one left stark naked for dead in a ditch, his neck black and swollen, with a halter yet about it with which they had dragged him all night at a horse’s tail, his body wounded in a hundred places, with stabs of daggers that had been given him, not to kill him, but to put him to pain and to affright him, who had endured all this, and even to being speechless and insensible, resolved, as he himself told me, rather to die a thousand deaths (as indeed, as to matter of suffering, he had borne one) before he would promise anything; and yet he was one of the richest husbandmen of all the country."
Thus Spake Zarathustra: A Book for All and None,Friedrich Wilhelm Nietzsche,https://www.gutenberg.org/files/1998/1998-h/1998-h.htm,"“All days shall be holy unto me”—so spake once the wisdom of my youth: verily, the language of a joyous wisdom! But then did ye enemies steal my nights, and sold them to sleepless torture: ah, whither hath that joyous wisdom now fled? Once did I long for happy auspices: then did ye lead an owl-monster across my path, an adverse sign. Ah, whither did my tender longing then flee? All loathing did I once vow to renounce: then did ye change my nigh ones and nearest ones into ulcerations. Ah, whither did my noblest vow then flee? As a blind one did I once walk in blessed ways: then did ye cast filth on the blind one’s course: and now is he disgusted with the old footpath."
Siddhartha,Hermann Hesse,https://www.gutenberg.org/files/2500/2500-h/2500-h.htm,"Once, he said to her: “You are like me, you are different from most people. You are Kamala, nothing else, and inside of you, there is a peace and refuge, to which you can go at every hour of the day and be at home at yourself, as I can also do. Few people have this, and yet all could have it.” “Not all people are smart,” said Kamala. “No,” said Siddhartha, “that’s not the reason why. Kamaswami is just as smart as I, and still has no refuge in himself. Others have it, who are small children with respect to their mind."
"The Interesting Narrative of the Life of Olaudah Equiano, Or Gustavus Vassa, The",,https://www.gutenberg.org/files/15399/15399-h/15399-h.htm,"Our first care, after refreshment, was to make ourselves tents to lodge in, which we did as well as we could with some sails we had brought from the ship. We then began to think how we might get from this place, which was quite uninhabited; and we determined to repair our boat, which was very much shattered, and to put to sea in quest of a ship or some inhabited island. It took us up however eleven days before we could get the boat ready for sea in the manner we wanted it, with a sail and other necessaries. When we had got all things prepared the captain wanted me to stay on shore while he went to sea in quest of a vessel to take all the people off the key; but this I refused; and the captain and myself, with five more, set off in the boat towards New Providence. We had no more than two musket load of gunpowder with us if any thing should happen; and our stock of provisions consisted of three gallons of rum, four of water, some salt beef, some biscuit; and in this manner we proceeded to sea."
The Problems of Philosophy,Bertrand Russell,https://www.gutenberg.org/files/5827/5827-h/5827-h.htm,"It would seem that, when we make a statement about something only known by description, we often intend to make our statement, not in the form involving the description, but about the actual thing described. That is to say, when we say anything about Bismarck, we should like, if we could, to make the judgement which Bismarck alone can make, namely, the judgement of which he himself is a constituent. In this we are necessarily defeated, since the actual Bismarck is unknown to us. But we know that there is an object called Bismarck, and that was an astute diplomatist. We can thus describe the proposition we should like to affirm, namely, was an astute diplomatist', where is the object which was Bismarck. If we are describing Bismarck as 'the first Chancellor of the German Empire', the proposition we should like to affirm may be described as 'the proposition asserting, concerning the actual object which was the first Chancellor of the German Empire, that this object was an astute diplomatist'."
Calculus Made Easy,Silvanus P. Thompson,https://www.gutenberg.org/files/33283/33283-pdf.pdf, 
Oliver Twist,Charles Dickens,https://www.gutenberg.org/files/730/730-h/730-h.htm,"“As you like, my dear, as you like” replied the Jew. “Is there no help wanted, but yours and Toby’s?” “None,” said Sikes. “Cept a centre-bit and a boy. The first we’ve both got; the second you must find us.” “A boy!” exclaimed the Jew. “Oh! then it’s a panel, eh?” “Never mind wot it is!” replied Sikes. “I want a boy, and he musn’t be a big ’un. Lord!” said Mr. Sikes, reflectively, “if I’d only got that young boy of Ned, the chimbley-sweeper’s! He kept him small on purpose, and let him out by the job. But the father gets lagged; and then the Juvenile Delinquent Society comes, and takes the boy away from a trade where he was earning money, teaches him to read and write, and in time makes a ’prentice of him."
Sense and Sensibility,Jane Austen,https://www.gutenberg.org/files/161/161-h/161-h.htm,"“Was it from Avignon? I hope it is not to say that your sister is worse.” “No, ma’am. It came from town, and is merely a letter of business.” “But how came the hand to discompose you so much, if it was only a letter of business? Come, come, this won’t do, Colonel; so let us hear the truth of it.” “My dear madam,” said Lady Middleton, “recollect what you are saying.” “Perhaps it is to tell you that your cousin Fanny is married?” said Mrs. Jennings, without attending to her daughter’s reproof. “No, indeed, it is not.” “Well, then, I know who it is from, Colonel. And I hope she is well.”"
Old Granny Fox,Thornton W. Burgess,https://www.gutenberg.org/files/4980/4980-h/4980-h.htm,"“What have had to eat?” asked Granny softly. Reddy turned his head that Granny might not see his face. “Oh, I've had something,” said he, trying to speak lightly. It was true; he had had two bites from that fish. Now you know just how shrewd and smart and wise Granny Fox is. Reddy didn't fool her just the least little bit. She took two small bites from the fish. Reddy tried to refuse it. “I brought it all for you,” said he. “I know you did, Reddy,” replied Granny, and it seemed to Reddy that he never had known her voice to sound so gentle."
The Devil's Dictionary,Ambrose Bierce,https://www.gutenberg.org/files/972/972-h/972-h.htm,"n. One of the most important organs of the female system—an admirable provision of nature for the repose of infancy, but chiefly useful in rural festivities to support plates of cold chicken and heads of adult males. The male of our species has a rudimentary lap, imperfectly developed and in no way contributing to the animal's substantial welfare. n. A shoemaker's implement, named by a frowning Providence as opportunity to the maker of puns. Gargo Repsky adj. Crowned with leaves of the laurel. In England the Poet Laureate is an officer of the sovereign's court, acting as dancing skeleton at every royal feast and singing-mute at every royal funeral."
The Art of War,active 6th century B.C. Sunzi,https://www.gutenberg.org/files/132/132-h/132-h.htm,"37. To begin by bluster, but afterwards to take fright at the enemy's numbers, shows a supreme lack of intelligence. 38. When envoys are sent with compliments in their mouths, it is a sign that the enemy wishes for a truce. 39. If the enemy's troops march up angrily and remain facing ours for a long time without either joining battle or taking themselves off again, the situation is one that demands great vigilance and circumspection. 40. If our troops are no more in number than the enemy, that is amply sufficient; it only means that no direct attack can be made."
Simple Sabotage Field Manual,United States. Office of Strategic Services,https://www.gutenberg.org/ebooks/26184.html.noimages,"(1) See 5 b (2) (h). (2) After inspection put heavy oil or tar in the engines' boilers, or put half a kilogram of soft soap into the water in the tender. (i) Brakes and Miscellaneous (1) Engines should run at high speeds and use brakes excessively at curves and on downhill grades. (2) Punch holes in air-brake valves or water supply pipes. (3) In the last car of a passenger train or or a front car of a freight, remove the wadding from a journal box and replace it with oily rags. (7) Transportation: Automotive (1) Change sign posts at intersections and forks; the enemy will go the wrong way and it may be miles before he discovers his mistakes."
Ethan Frome,Edith Wharton,https://www.gutenberg.org/files/4517/4517-h/4517-h.htm,"He opened the door of the stove and poked aimlessly at the embers. When he raised himself again he saw that she was dragging toward the stove the old soap-box lined with carpet in which the cat made its bed. Then she recrossed the floor and lifted two of the geranium pots in her arms, moving them away from the cold window. He followed her and brought the other geraniums, the hyacinth bulbs in a cracked custard bowl and the German ivy trained over an old croquet hoop. When these nightly duties were performed there was nothing left to do but to bring in the tin candlestick from the passage, light the candle and blow out the lamp."
Notes from the Underground,Fyodor Dostoyevsky,https://www.gutenberg.org/files/600/600-h/600-h.htm,"She was confused, and did not know what to answer. ""Drink your tea,"" I said to her angrily. I was angry with myself, but, of course, it was she who would have to pay for it. A horrible spite against her suddenly surged up in my heart; I believe I could have killed her. To revenge myself on her I swore inwardly not to say a word to her all the time. ""She is the cause of it all,"" I thought. Our silence lasted for five minutes. The tea stood on the table; we did not touch it. I had got to the point of purposely refraining from beginning in order to embarrass her further; it was awkward for her to begin alone."
Persuasion,Jane Austen,https://www.gutenberg.org/files/105/105-h/105-h.htm,"Mr Elliot's speech, too, distressed her. She had no longer any inclination to talk to him. She wished him not so near her. He did not come however. Anne sometimes fancied she discerned him at a distance, but he never came. The anxious interval wore away unproductively. The others returned, the room filled again, benches were reclaimed and repossessed, and another hour of pleasure or of penance was to be sat out, another hour of music was to give delight or the gapes, as real or affected taste for it prevailed. To Anne, it chiefly wore the prospect of an hour of agitation."
An Index of The Divine Comedy,Dante,https://www.gutenberg.org/ebooks/8800.html.images,"In fashion, as a snow-white rose, lay then Before my view the saintly multitude, Which in his own blood Christ espous'd. Meanwhile That other host, that soar aloft to gaze And celebrate his glory, whom they love, Hover'd around; and, like a troop of bees, Amid the vernal sweets alighting now, Now, clustering, where their fragrant labour glows, Flew downward to the mighty flow'r, or rose From the redundant petals, streaming back Unto the steadfast dwelling of their joy. Faces had they of flame, and wings of gold; The rest was whiter than the driven snow. And as they flitted down into the flower, From range to range, fanning their plumy loins, Whisper'd the peace and ardour, which they won From that soft winnowing."
The Confessions of St. Augustine,Bishop of Hippo Saint Augustine,https://www.gutenberg.org/files/3296/3296-h/3296-h.htm,"But why doth ""truth generate hatred,"" and the man of Thine, preaching the truth, become an enemy to them? whereas a happy life is loved, which is nothing else but joying in the truth; unless that truth is in that kind loved, that they who love anything else would gladly have that which they love to be the truth: and because they would not be deceived, would not be convinced that they are so? Therefore do they hate the truth for that thing's sake which they loved instead of the truth. They love truth when she enlightens, they hate her when she reproves."
"Songs of Innocence, and Songs of Experience",William Blake,https://www.gutenberg.org/files/1934/1934-h/1934-h.htm,"A flower was offered to me, Such a flower as May never bore; But I said, ‘I’ve a pretty rose tree,’ And I passed the sweet flower o’er. Then I went to my pretty rose tree, To tend her by day and by night; But my rose turned away with jealousy, And her thorns were my only delight. Ah, sunflower, weary of time, Who countest the steps of the sun; Seeking after that sweet golden clime Where the traveller’s journey is done; Where the Youth pined away with desire, And the pale virgin shrouded in snow, Arise from their graves, and aspire Where my Sunflower wishes to go!"
Complete Original Short Stories of Guy De Maupassant,Guy de Maupassant,https://www.gutenberg.org/files/3090/3090-h/3090-h.htm,"Jacques stood in the middle of the room, pale and out of breath, holding an infant in his arms. The four women looked at him, astonished; but Berthe, who had suddenly become courageous, rushed forward with anguish in her heart, exclaiming: “What is it? What's the matter?” He looked about him wildly and answered shortly: “I—I have a child and the mother has just died.” And with his clumsy hands he held out the screaming infant. Without saying a word, Berthe seized the child, kissed it and hugged it to her. Then she raised her tear-filled eyes to him, asking: “Did you say that the mother was dead?” He answered: “Yes—just now—in my arms."
Candide,Voltaire,https://www.gutenberg.org/files/19942/19942-h/19942-h.htm,"""Yet again!"" said Cunegonde, ""now there is no mercy for us, we are excommunicated, our last hour has come. How could you do it? you, naturally so gentle, to slay a Jew and a prelate in two minutes!"" The old woman then put in her word, saying: ""There are three Andalusian horses in the stable with bridles and saddles, let the brave Candide get them ready; madame has money, jewels; let us therefore mount quickly on horseback, though I can sit only on one buttock; let us set out for Cadiz, it is the finest weather in the world, and there is great pleasure in travelling in the cool of the night."""
The Elements of Style,William Strunk,https://www.gutenberg.org/files/37134/37134-h/37134-h.htm,"15. But though they had been victorious in the land engagements, they were so little decisive as to lead to no important results. 16. Knowing nothing of the rules of the college or of its customs, it was with the greatest difficulty that the Dean could make me comprehend wherein my wrong-doing lay. 18. In this connection a great deal of historic fact is introduced into the novel about the past history of the cathedral and of Spain. 19. Over the whole scene hung the haze of twilight that is so peaceful. 20. Compared with Italy, living is more expensive."
A Pickle for the Knowing Ones,Timothy Dexter,https://www.gutenberg.org/files/43453/43453-h/43453-h.htm,"The follering peases are not my Riting but very drole Mr. Melcher, A few days ago one of the Indians paid me a visit. After some conversation, he said that a minister from the United States had been with his tribe to teach them the Christian religion. He says that there is but one only living and true God, who is a good, wise, and powerful spirit (this Indian say too) and that there are three persons in the god head, of one substance and power, God the father, God the Son and God the Holy Ghost, that the Father is of none, neither begotten, or proceeding, the Son is eternally begotten of the Father, the Holy Ghost eternally proceeding from the Father and the Son, and that the Holy Ghost visited a virgin, and conveyed the Son into her; where he continued nine moons and then was born like other children, was born God and man, that when he was about thirty years old began to preach, but the great men no like his preaching, sent their warriors, who took and killed him."
The History of the Peloponnesian War,Thucydides,https://www.gutenberg.org/ebooks/7142.html.images,"The battle was fought at Tanagra in Boeotia. After heavy loss on both sides, victory declared for the Lacedaemonians and their allies. After entering the Megarid and cutting down the fruit trees, the Lacedaemonians returned home across Geraneia and the isthmus. Sixty-two days after the battle the Athenians marched into Boeotia under the command of Myronides, defeated the Boeotians in battle at Oenophyta, and became masters of Boeotia and Phocis. They dismantled the walls of the Tanagraeans, took a hundred of the richest men of the Opuntian Locrians as hostages, and finished their own long walls. This was followed by the surrender of the Aeginetans to Athens on conditions; they pulled down their walls, gave up their ships, and agreed to pay tribute in future."
Pygmalion,Bernard Shaw,https://www.gutenberg.org/files/3825/3825-h/3825-h.htm,"I am myself a student of Indian dialects; and— I am Colonel Pickering. Who are you? I was going to India to meet you. Where do you live? Wimpole Street. Come and see me tomorrow. I’m at the Carlton. Come with me now and let’s have a jaw over some supper. Right you are. The church clock strikes the second quarter. They walked to the bus when the rain stopped. And left me with a cab on my hands. Damnation! Well, I’m dashed! Next day at 11 a.m. Higgins’s laboratory in Wimpole Street. It is a room on the first floor, looking on the street, and was meant for the drawing-room."
