book,author,url,excerpt
The Kama Sutra of Vatsyayana,Vatsyayana,https://www.gutenberg.org/files/27827/27827-h/27827-h.htm,"Middling nails, which contain the properties of both the above kinds, belong to the people of the Maharashtra. (1). When a person presses the chin, the breasts, the lower lip, or the jaghana of another so softly that no scratch or mark is left, but only the hair on the body becomes erect from the touch of the nails, and the nails themselves make a sound, it is called a ""sounding or pressing with the nails."" This pressing is used in the case of a young girl when her lover shampoos her, scratches her head, and wants to trouble or frighten her."
Narrative of the Captivity and Restoration of Mrs. Mary Rowlandson,Rowlandson,https://www.gutenberg.org/files/851/851-h/851-h.htm,"On the tenth of February 1675, came the Indians with great numbers upon Lancaster: their first coming was about sunrising; hearing the noise of some guns, we looked out; several houses were burning, and the smoke ascending to heaven. There were five persons taken in one house; the father, and the mother and a sucking child, they knocked on the head; the other two they took and carried away alive. There were two others, who being out of their garrison upon some occasion were set upon; one was knocked on the head, the other escaped; another there was who running along was shot and wounded, and fell down; he begged of them his life, promising them money (as they told me) but they would not hearken to him but knocked him in head, and stripped him naked, and split open his bowels."
Second Treatise of Government,John Locke,https://www.gutenberg.org/ebooks/7370.html.images,"Sect. 135. Though the legislative, whether placed in one or more, whether it be always in being, or only by intervals, though it be the supreme power in every commonwealth; yet: First, It is not, nor can possibly be absolutely arbitrary over the lives and fortunes of the people: for it being but the joint power of every member of the society given up to that person, or assembly, which is legislator; it can be no more than those persons had in a state of nature before they entered into society, and gave up to the community: for no body can transfer to another more power than he has in himself; and no body has an absolute arbitrary power over himself, or over any other, to destroy his own life, or take away the life or property of another."
Emma,Jane Austen,https://www.gutenberg.org/files/158/158-h/158-h.htm,"Emma looked graciously. “Such a fortnight as it has been!” he continued; “every day more precious and more delightful than the day before!—every day making me less fit to bear any other place. Happy those, who can remain at Highbury!” “As you do us such ample justice now,” said Emma, laughing, “I will venture to ask, whether you did not come a little doubtfully at first? Do not we rather surpass your expectations? I am sure we do. I am sure you did not much expect to like us. You would not have been so long in coming, if you had had a pleasant idea of Highbury.”"
The Time Machine,H. G. Wells,https://www.gutenberg.org/files/35/35-h/35-h.htm,"The Time Traveller smiled round at us. Then, still smiling faintly, and with his hands deep in his trousers pockets, he walked slowly out of the room, and we heard his slippers shuffling down the long passage to his laboratory. The Psychologist looked at us. “I wonder what he’s got?” “Some sleight-of-hand trick or other,” said the Medical Man, and Filby tried to tell us about a conjuror he had seen at Burslem, but before he had finished his preface the Time Traveller came back, and Filby’s anecdote collapsed. The thing the Time Traveller held in his hand was a glittering metallic framework, scarcely larger than a small clock, and very delicately made."
Les Misérables,Victor Hugo,https://www.gutenberg.org/files/135/135-h/135-h.htm,"He made haste to improvise an expedient to make her forget the oath. “I will put earth in the coffin, reverend Mother. That will produce the effect of a corpse.” “You are right. Earth, that is the same thing as man. So you will manage the empty coffin?” “I will make that my special business.” The prioress’s face, up to that moment troubled and clouded, grew serene once more. She made the sign of a superior dismissing an inferior to him. Fauchelevent went towards the door. As he was on the point of passing out, the prioress raised her voice gently:—"
Dubliners,James Joyce,https://www.gutenberg.org/files/2814/2814-h/2814-h.htm,"The hall-door was closed; and Aunt Kate, Aunt Julia and Mary Jane came down the hall, still laughing. “Well, isn’t Freddy terrible?” said Mary Jane. “He’s really terrible.” Gabriel said nothing but pointed up the stairs towards where his wife was standing. Now that the hall-door was closed the voice and the piano could be heard more clearly. Gabriel held up his hand for them to be silent. The song seemed to be in the old Irish tonality and the singer seemed uncertain both of his words and of his voice. The voice, made plaintive by distance and by the singer’s hoarseness, faintly illuminated the cadence of the air with words expressing grief:"
The Call of the Wild,Jack London,https://www.gutenberg.org/files/215/215-h/215-h.htm,"But the team did not get up at the command. It had long since passed into the stage where blows were required to rouse it. The whip flashed out, here and there, on its merciless errands. John Thornton compressed his lips. Sol-leks was the first to crawl to his feet. Teek followed. Joe came next, yelping with pain. Pike made painful efforts. Twice he fell over, when half up, and on the third attempt managed to rise. Buck made no effort. He lay quietly where he had fallen. The lash bit into him again and again, but he neither whined nor struggled."
Autobiography of Benjamin Franklin,Benjamin Franklin,https://www.gutenberg.org/files/20203/20203-h/20203-h.htm,"The first members were Joseph Breintnal, a copyer of deeds for the scriveners, a good-natur'd, friendly middle-ag'd man, a great lover of poetry, reading all he could meet with, and writing some that was tolerable; very ingenious in many little Nicknackeries, and of sensible conversation. Thomas Godfrey, a self-taught mathematician, great in his way, and afterward inventor of what is now called Hadley's Quadrant. But he knew little out of his way, and was not a pleasing companion; as, like most great mathematicians I have met with, he expected universal precision in everything said, or was forever denying or distinguishing upon trifles, to the disturbance of all conversation."
Uncle Tom's Cabin,Harriet Beecher Stowe,https://www.gutenberg.org/files/203/203-h/203-h.htm,"And now Rachel took Eliza’s hand kindly, and led the way to the supper-table. As they were sitting down, a light tap sounded at the door, and Ruth entered. “I just ran in,” she said, “with these little stockings for the boy,—three pair, nice, warm woollen ones. It will be so cold, thee knows, in Canada. Does thee keep up good courage, Eliza?” she added, tripping round to Eliza’s side of the table, and shaking her warmly by the hand, and slipping a seed-cake into Harry’s hand. “I brought a little parcel of these for him,” she said, tugging at her pocket to get out the package."
The Brothers Karamazov,Fyodor Dostoyevsky,https://www.gutenberg.org/files/28054/28054-h/28054-h.htm,"“Well, tell me where to begin, give your orders. The existence of God, eh?” “Begin where you like. You declared yesterday at father’s that there was no God.” Alyosha looked searchingly at his brother. “I said that yesterday at dinner on purpose to tease you and I saw your eyes glow. But now I’ve no objection to discussing with you, and I say so very seriously. I want to be friends with you, Alyosha, for I have no friends and want to try it. Well, only fancy, perhaps I too accept God,” laughed Ivan; “that’s a surprise for you, isn’t it?”"
"The Interesting Narrative of the Life of Olaudah Equiano, Or Gustavus Vassa, The",,https://www.gutenberg.org/ebooks/15399.html.images,"Though we had no places of public worship, we had priests and magicians, or wise men. I do not remember whether they had different offices, or whether they were united in the same persons, but they were held in great reverence by the people. They calculated our time, and foretold events, as their name imported, for we called them Ah-affoe-way-cah, which signifies calculators or yearly men, our year being called Ah-affoe. They wore their beards, and when they died they were succeeded by their sons. Most of their implements and things of value were interred along with them. Pipes and tobacco were also put into the grave with the corpse, which was always perfumed and ornamented, and animals were offered in sacrifice to them."
The Legend of Sleepy Hollow,Washington Irving,https://www.gutenberg.org/files/41/41-h/41-h.htm,"The small birds were taking their farewell banquets. In the fullness of their revelry, they fluttered, chirping and frolicking from bush to bush, and tree to tree, capricious from the very profusion and variety around them. There was the honest cock robin, the favorite game of stripling sportsmen, with its loud querulous note; and the twittering blackbirds flying in sable clouds; and the golden-winged woodpecker with his crimson crest, his broad black gorget, and splendid plumage; and the cedar bird, with its red-tipt wings and yellow-tipt tail and its little monteiro cap of feathers; and the blue jay, that noisy coxcomb, in his gay light blue coat and white underclothes, screaming and chattering, nodding and bobbing and bowing, and pretending to be on good terms with every songster of the grove."
The Secret Garden,Frances Hodgson Burnett,https://www.gutenberg.org/files/113/113-h/113-h.htm,"“I don’t suppose I shall,” he answered as indifferently as he had spoken before. “Ever since I remember anything I have heard people say I shan’t. At first they thought I was too little to understand and now they think I don’t hear. But I do. My doctor is my father’s cousin. He is quite poor and if I die he will have all Misselthwaite when my father is dead. I should think he wouldn’t want me to live.” “Do you want to live?” inquired Mary. “No,” he answered, in a cross, tired fashion. “But I don’t want to die. When I feel ill I lie here and think about it until I cry and cry.”"
The Jungle Book,Rudyard Kipling,https://www.gutenberg.org/files/236/236-h/236-h.htm,"“Oh, go on,” said Billy. “Please don’t mind me. I suppose you fellows fight standing on your tails?” “Only one way,” said the two together. (They must have been twins.) “This is that way. To put all twenty yoke of us to the big gun as soon as Two Tails trumpets.” (“Two Tails” is camp slang for the elephant.) “What does Two Tails trumpet for?” said the young mule. “To show that he is not going any nearer to the smoke on the other side. Two Tails is a great coward. Then we tug the big gun all together—Heya—Hullah! Heeyah! Hullah! We do not climb like cats nor run like calves."
"The Extraordinary Adventures of Arsene Lupin, Gentleman-Burglar",Maurice Leblanc,https://www.gutenberg.org/files/6133/6133-h/6133-h.htm,"He wandered through one path after another, and sometimes retraced his steps. What was he seeking? Had he any definite object? At the end of an hour, he appeared to be faint from fatigue, and, noticing a bench, he sat down. The spot, not far from Auteuil, on the edge of a pond hidden amongst the trees, was absolutely deserted. After the lapse of another half-hour, Ganimard became impatient and resolved to speak to the man. He approached and took a seat beside Baudru, lighted a cigarette, traced some figures in the sand with the end of his cane, and said:"
Gulliver's Travels into Several Remote Nations of the World,Jonathan Swift,https://www.gutenberg.org/files/829/829-h/829-h.htm,"After I had discovered this island, I considered no further; but resolved it should, if possible, be the first place of my banishment, leaving the consequence to fortune. I tried my canoe in a large pond, near my master’s house, and then corrected in it what was amiss; stopping all the chinks with Yahoos’ tallow, till I found it staunch, and able to bear me and my freight; and, when it was as complete as I could possibly make it, I had it drawn on a carriage very gently by Yahoos to the sea-side, under the conduct of the sorrel nag and another servant."
David Copperfield,Charles Dickens,https://www.gutenberg.org/files/766/766-h/766-h.htm,"I extolled Traddles in reply, as highly as I could; for I felt that Steerforth rather slighted him. Steerforth, dismissing the subject with a light nod, and a smile, and the remark that he would be glad to see the old fellow too, for he had always been an odd fish, inquired if I could give him anything to eat? During most of this short dialogue, when he had not been speaking in a wild vivacious manner, he had sat idly beating on the lump of coal with the poker. I observed that he did the same thing while I was getting out the remains of the pigeon-pie, and so forth."
The Problems of Philosophy,Bertrand Russell,https://www.gutenberg.org/files/5827/5827-h/5827-h.htm,"My knowledge of the table as a physical object, on the contrary, is not direct knowledge. Such as it is, it is obtained through acquaintance with the sense-data that make up the appearance of the table. We have seen that it is possible, without absurdity, to doubt whether there is a table at all, whereas it is not possible to doubt the sense-data. My knowledge of the table is of the kind which we shall call 'knowledge by description'. The table is 'the physical object which causes such-and-such sense-data'. This describes the table by means of the sense-data. In order to know anything at all about the table, we must know truths connecting it with things with which we have acquaintance: we must know that 'such-and-such sense-data are caused by a physical object'."
Around the World in Eighty Days,Jules Verne,https://www.gutenberg.org/files/103/103-h/103-h.htm,"“But, Mr. Fogg, eighty days are only the estimate of the least possible time in which the journey can be made.” “A well-used minimum suffices for everything.” “But, in order not to exceed it, you must jump mathematically from the trains upon the steamers, and from the steamers upon the trains again.” “I will jump—mathematically.” “You are joking.” “A true Englishman doesn’t joke when he is talking about so serious a thing as a wager,” replied Phileas Fogg, solemnly. “I will bet twenty thousand pounds against anyone who wishes that I will make the tour of the world in eighty days or less; in nineteen hundred and twenty hours, or a hundred and fifteen thousand two hundred minutes."
Essays of Michel de Montaigne — Complete,Michel de Montaigne,https://www.gutenberg.org/files/3600/3600-h/3600-h.htm,"You would say that we had had coachmakers, carpenters, and painters, that went up on high to make engines of various motions, and to range the wheelwork and interfacings of the heavenly bodies of differing colours about the axis of necessity, according to Plato:— I am very well pleased with the Milesian girl, who observing the philosopher Thales to be always contemplating the celestial arch, and to have his eyes ever gazing upward, laid something in his way that he might stumble over, to put him in mind that it would be time to take up his thoughts about things that are in the clouds when he had provided for those that were under his feet."
Siddhartha,Hermann Hesse,https://www.gutenberg.org/files/2500/2500-h/2500-h.htm,"Then he happened to meet Gotama, the exalted one, and when he greeted him with respect and the Buddha’s glance was so full of kindness and calm, the young man summoned his courage and asked the venerable one for the permission to talk to him. Silently the exalted one nodded his approval. Quoth Siddhartha: “Yesterday, oh exalted one, I had been privileged to hear your wondrous teachings. Together with my friend, I had come from afar, to hear your teachings. And now my friend is going to stay with your people, he has taken his refuge with you. But I will again start on my pilgrimage.”"
Beyond Good and Evil,Friedrich Wilhelm Nietzsche,https://www.gutenberg.org/files/4363/4363-h/4363-h.htm,"171. Pity has an almost ludicrous effect on a man of knowledge, like tender hands on a Cyclops. 172. One occasionally embraces some one or other, out of love to mankind (because one cannot embrace all); but this is what one must never confess to the individual. 173. One does not hate as long as one disesteems, but only when one esteems equal or superior. 174. Ye Utilitarians—ye, too, love the only as a for your inclinations,—ye, too, really find the noise of its wheels insupportable! 175. One loves ultimately one's desires, not the thing desired. 176. The vanity of others is only counter to our taste when it is counter to our vanity."
Ethan Frome,Edith Wharton,https://www.gutenberg.org/files/4517/4517-h/4517-h.htm,"“Oh, Matt, I thought we'd fetched it,” he moaned; and far off, up the hill, he heard the sorrel whinny, and thought: “I ought to be getting him his feed...” ceased as I entered Frome's kitchen, and of the two women sitting there I could not tell which had been the speaker. One of them, on my appearing, raised her tall bony figure from her seat, not as if to welcome me—for she threw me no more than a brief glance of surprise—but simply to set about preparing the meal which Frome's absence had delayed. A slatternly calico wrapper hung from her shoulders and the wisps of her thin grey hair were drawn away from a high forehead and fastened at the back by a broken comb."
The History of the Peloponnesian War,Thucydides,https://www.gutenberg.org/ebooks/7142.html.images,"“Indeed if I have dwelt at some length upon the character of our country, it has been to show that our stake in the struggle is not the same as theirs who have no such blessings to lose, and also that the panegyric of the men over whom I am now speaking might be by definite proofs established. That panegyric is now in a great measure complete; for the Athens that I have celebrated is only what the heroism of these and their like have made her, men whose fame, unlike that of most Hellenes, will be found to be only commensurate with their deserts."
Anna Karenina,graf Leo Tolstoy,https://www.gutenberg.org/files/1399/1399-h/1399-h.htm,"A moment ago, and how close she had been to him, of what importance in his life! And how aloof and remote from him she had become now! “It was bound to be so,” he said, not looking at her. He bowed, and was meaning to retreat. But at that very moment the princess came in. There was a look of horror on her face when she saw them alone, and their disturbed faces. Levin bowed to her, and said nothing. Kitty did not speak nor lift her eyes. “Thank God, she has refused him,” thought the mother, and her face lighted up with the habitual smile with which she greeted her guests on Thursdays. She sat down and began questioning Levin about his life in the country."
Meditations,Emperor of Rome Marcus Aurelius,https://www.gutenberg.org/files/2680/2680-h/2680-h.htm,"Of him that brought me up, not to be fondly addicted to either of Of Diognetus, not to busy myself about vain things, and not easily To Rusticus I am beholding, that I first entered into the conceit From Apollonius, true liberty, and unvariable steadfastness, and not Of Sextus, mildness and the pattern of a family governed with From Alexander the Grammarian, to be un-reprovable myself, and not Of Fronto, to how much envy and fraud and hypocrisy the state of a Of Alexander the Platonic, not often nor without great necessity to"
The King James Version of the Bible,,https://www.gutenberg.org/files/10/10-h/10-h.htm,"20:12 And I saw the dead, small and great, stand before God; and the books were opened: and another book was opened, which is the book of life: and the dead were judged out of those things which were written in the books, according to their works. 20:13 And the sea gave up the dead which were in it; and death and hell delivered up the dead which were in them: and they were judged every man according to their works. 20:14 And death and hell were cast into the lake of fire. This is the second death. 20:15 And whosoever was not found written in the book of life was cast into the lake of fire."
"The Slang Dictionary: Etymological, Historical and Andecdotal",John Camden Hotten,https://www.gutenberg.org/files/42108/42108-h/42108-h.htm,"Flush, to whip; on the horse,” to be privately whipped in gaol; to deluge with water, as in the sewers;” to come upon suddenly and completely,—“I came upon him.” Flush, a term in cribbage, signifying a hand of cards composed entirely of one suit. Flutter, to try hard in defence or pursuit of an object. “I’ll have a for it,” means I’ll have a good try for it. Also to toss for anything. Probably from the spinning of the coin. Fly, knowing, wide-awake, fully understanding another’s meaning. Fly, to be out for a day’s drink or pleasure."
Oliver Twist,Charles Dickens,https://www.gutenberg.org/files/730/730-h/730-h.htm,"It was into this place that the Jew turned. He was well known to the sallow denizens of the lane; for such of them as were on the look-out to buy or sell, nodded, familiarly, as he passed along. He replied to their salutations in the same way; but bestowed no closer recognition until he reached the further end of the alley; when he stopped, to address a salesman of small stature, who had squeezed as much of his person into a child’s chair as the chair would hold, and was smoking a pipe at his warehouse door. “Why, the sight of you, Mr. Fagin, would cure the hoptalmy!” said this respectable trader, in acknowledgment of the Jew’s inquiry after his health."
The Mysterious Affair at Styles,Agatha Christie,https://www.gutenberg.org/files/863/863-h/863-h.htm,"“Of the arrest?” “What should I think? Apparently he is a German spy; so the gardener had told John.” Her face and voice were absolutely cold and expressionless. Did she care, or did she not? She moved away a step or two, and fingered one of the flower vases. “These are quite dead. I must do them again. Would you mind moving—thank you, Mr. Hastings.” And she walked quietly past me out of the window, with a cool little nod of dismissal. Poirot did not make his appearance the following morning, and there was no sign of the Scotland Yard men."
Thus Spake Zarathustra: A Book for All and None,Friedrich Wilhelm Nietzsche,https://www.gutenberg.org/files/1998/1998-h/1998-h.htm,"As yet hath his knowledge not learned to smile, and to be without jealousy; as yet hath his gushing passion not become calm in beauty. Verily, not in satiety shall his longing cease and disappear, but in beauty! Gracefulness belongeth to the munificence of the magnanimous. His arm across his head: thus should the hero repose; thus should he also surmount his repose. But precisely to the hero is the hardest thing of all. Unattainable is beauty by all ardent wills. A little more, a little less: precisely this is much here, it is the most here. To stand with relaxed muscles and with unharnessed will: that is the hardest for all of you, ye sublime ones!"
Old Granny Fox,Thornton W. Burgess,https://www.gutenberg.org/files/4980/4980-h/4980-h.htm,"Poor Old Granny Fox! For once in her life she had been caught napping. She hadn't the least hope in the world. Farmer Brown's boy had only to fire that dreadful gun, and that would be the end of her. She knew it. Poor Old Granny Fox! She had thought that she had been in tight places before, but never, never had she been in such a tight place as this. There stood Farmer Brown's boy looking along the barrel of his dreadful gun straight at her, and only such a short distance, such a very short distance away! It wasn't the least bit of use to run."
Notes from the Underground,Fyodor Dostoyevsky,https://www.gutenberg.org/files/600/600-h/600-h.htm,"""H'm ... yes ... tomorrow, then. Will you pay your subscription now? I just ask so as to know,"" he muttered in embarrassment. I flushed crimson, as I did so I remembered that I had owed Simonov fifteen roubles for ages--which I had, indeed, never forgotten, though I had not paid it. ""You will understand, Simonov, that I could have no idea when I came here.... I am very much vexed that I have forgotten...."" ""All right, all right, that doesn't matter. You can pay tomorrow after the dinner. I simply wanted to know.... Please don't..."" He broke off and began pacing the room still more vexed."
"Songs of Innocence, and Songs of Experience",William Blake,https://www.gutenberg.org/files/1934/1934-h/1934-h.htm,"O what a multitude they seemed, these flowers of London town! Seated in companies they sit, with radiance all their own. The hum of multitudes was there, but multitudes of lambs, Thousands of little boys and girls raising their innocent hands. Now like a mighty wind they raise to heaven the voice of song, Or like harmonious thunderings the seats of heaven among: Beneath them sit the aged men, wise guardians of the poor. Then cherish pity, lest you drive an angel from your door. The sun descending in the West, The evening star does shine; The birds are silent in their nest, And I must seek for mine."
An Index of The Divine Comedy,Dante,https://www.gutenberg.org/ebooks/8800.html.images,"That sun, which erst with love my bosom warm'd Had of fair truth unveil'd the sweet aspect, By proof of right, and of the false reproof; And I, to own myself convinc'd and free Of doubt, as much as needed, rais'd my head Erect for speech. But soon a sight appear'd, Which, so intent to mark it, held me fix'd, That of confession I no longer thought. As in a quiet and clear lake the fish, If aught approach them from without, do draw Towards it, deeming it their food; so drew Full more than thousand splendours towards us, And in each one was heard: ""Lo! one arriv'd To multiply our loves!"" and as each came The shadow, streaming forth effulgence new, Witness'd augmented joy."
Sense and Sensibility,Jane Austen,https://www.gutenberg.org/files/161/161-h/161-h.htm,"“Oh dear!” cried Margaret, “how happy I should be! I wonder what I should do with it!” Marianne looked as if she had no doubt on that point. “I should be puzzled to spend so large a fortune myself,” said Mrs. Dashwood, “if my children were all to be rich without my help.” “You must begin your improvements on this house,” observed Elinor, “and your difficulties will soon vanish.” “I love to be reminded of the past, Edward—whether it be melancholy or gay, I love to recall it—and you will never offend me by talking of former times. You are very right in supposing how my money would be spent—some of it, at least—my loose cash would certainly be employed in improving my collection of music and books.”"
Calculus Made Easy,Silvanus P. Thompson,https://www.gutenberg.org/files/33283/33283-pdf.pdf, 
Common Sense,Thomas Paine,https://www.gutenberg.org/files/147/147-h/147-h.htm,"Alas, we have been long led away by ancient prejudices, and made large sacrifices to superstition. We have boasted the protection of Great-Britain, without considering, that her motive was interest not attachment; that she did not protect us from our enemies on our account, but from her enemies on her own account, from those who had no quarrel with us on any other account, and who will always be our enemies on the same account. Let Britain wave her pretensions to the continent, or the continent throw off the dependance, and we should be at peace with France and Spain were they at war with Britain. The miseries of Hanover last war ought to warn us against connexions."
The Devil's Dictionary,Ambrose Bierce,https://www.gutenberg.org/files/972/972-h/972-h.htm,"n. One who, professing virtues that he does not respect secures the advantage of seeming to be what he despises. n. A fluid that serves the gods and goddesses in place of blood. Mary Doke n. A breaker of idols, the worshipers whereof are imperfectly gratified by the performance, and most strenuously protest that he unbuildeth but doth not reedify, that he pulleth down but pileth not up. For the poor things would have other idols in place of those he thwacketh upon the mazzard and dispelleth. But the iconoclast saith: ""Ye shall have none at all, for ye need them not; and if the rebuilder fooleth round hereabout, behold I will depress the head of him and sit thereon till he squawk it."""
Candide,Voltaire,https://www.gutenberg.org/ebooks/19942.html.images,"""'To my mother!' cried I. ""'It is I, indeed; but my mother lies four hundred yards hence, torn in quarters, under a heap of dead bodies.' ""I told him all my adventures, and he made me acquainted with his; telling me that he had been sent to the Emperor of Morocco by a Christian power, to conclude a treaty with that prince, in consequence of which he was to be furnished with military stores and ships to help to demolish the commerce of other Christian Governments. ""'My mission is done,' said this honest eunuch; 'I go to embark for Ceuta, and will take you to Italy. Ma che sciagura d'essere senza coglioni!'"
The Confessions of St. Augustine,Bishop of Hippo Saint Augustine,https://www.gutenberg.org/files/3296/3296-h/3296-h.htm,"And yet, Lord, we perceive intervals of times, and compare them, and say, some are shorter, and others longer. We measure also, how much longer or shorter this time is than that; and we answer, ""This is double, or treble; and that, but once, or only just so much as that."" But we measure times as they are passing, by perceiving them; but past, which now are not, or the future, which are not yet, who can measure? unless a man shall presume to say, that can be measured, which is not. When then time is passing, it may be perceived and measured; but when it is past, it cannot, because it is not."
The Art of War,active 6th century B.C. Sunzi,https://www.gutenberg.org/files/132/132-h/132-h.htm,"the next in order is to attack the enemy's army in the field; and the worst policy of all is to besiege walled cities. 4. The rule is, not to besiege walled cities if it can possibly be avoided. The preparation of mantlets, movable shelters, and various implements of war, will take up three whole months; and the piling up of mounds over against the walls will take three months more. 5. The general, unable to control his irritation, will launch his men to the assault like swarming ants, with the result that one-third of his men are slain, while the town still remains untaken."
Persuasion,Jane Austen,https://www.gutenberg.org/files/105/105-h/105-h.htm,"""You have had your little boys with you?"" ""Yes, as long as I could bear their noise; but they are so unmanageable that they do me more harm than good. Little Charles does not mind a word I say, and Walter is growing quite as bad."" ""Well, you will soon be better now,"" replied Anne, cheerfully. ""You know I always cure you when I come. How are your neighbours at the Great House?"" ""I can give you no account of them. I have not seen one of them to-day, except Mr Musgrove, who just stopped and spoke through the window, but without getting off his horse; and though I told him how ill I was, not one of them have been near me."
Complete Original Short Stories of Guy De Maupassant,Guy de Maupassant,https://www.gutenberg.org/files/3090/3090-h/3090-h.htm,"“And this is what Lord Byron said, who, nevertheless, loved women: 'They should be well fed and well dressed, but not allowed to mingle with society. They should also be taught religion, but they should ignore poetry and politics, only being allowed to read religious works or cook-books.'” Monsieur Rade continued: Monsieur Patissot was growing angry, and exclaimed: “And how about Madame Sand, monsieur?” All Monsieur Patissot's chivalric instincts were wounded and he declared: “You are not a Frenchman, monsieur. French gallantry is a form of patriotism.” Monsieur Rade retorted: “I have very little patriotism, monsieur, as little as I can get along with.”"
The Jungle,Upton Sinclair,https://www.gutenberg.org/files/140/140-h/140-h.htm,"Madame Haupt was pointing her cooking-fork at Jurgis persuasively; but her words were more than he could bear. He flung up his hands with a gesture of despair and turned and started away. “It’s no use,” he exclaimed—but suddenly he heard the woman’s voice behind him again— “I vill make it five dollars for you.” She followed behind him, arguing with him. “You vill be foolish not to take such an offer,” she said. “You von’t find nobody go out on a rainy day like dis for less. Vy, I haf never took a case in my life so sheap as dot."
The Elements of Style,William Strunk,https://www.gutenberg.org/files/37134/37134-h/37134-h.htm,"My first visit to Boston will always be remembered by me. My first visit to Boston will always be remembered, The dramatists of the Restoration are little esteemed to-day. Modern readers have little esteem for the dramatists of the Restoration. As a rule, avoid making one passive depend directly upon another. In both the examples above, before correction, the word properly related to the second passive is made the subject of the first. A common fault is to use as the subject of a passive construction a noun which expresses the entire action, leaving to the verb no function beyond that of completing the sentence."
A Pickle for the Knowing Ones,Timothy Dexter,https://www.gutenberg.org/files/43453/43453-h/43453-h.htm,"Indians ask what all this talk mean, he say that the first man and woman broke God's law in eating what God had forbidden, that therefore they and all the children that should proceed from them must die, and be punished after death forever; that the Son came and died to save some of mankind from being punished after death. Oh! 'trange that man could kill God the Son, and that his death be of service to mankind—great many people die before the Son of God, and did not know any thing about him—it was then asked whether his dying would do poor Indians any good; he say yes, if they believe; then me say that pappoose no believe them do no good; he say you must leave that with God, and believe for yourself—one say it is hard to believe such 'tories; if Indian tell such 'trange things, the white people no believe um."
